"","A1","B2","C3","D4","E5","F6","G7","H8","I9","J10","K11","L12","M13","N14","O15","P16","Q17","R18","S19","T20","U21","V22","W23","X24","Y25","Z26","NA27","NA28","NA29","NA30","NA31","NA32","NA33","NA34","NA35","NA36","NA37","NA38","NA39","NA40","NA41","NA42","NA43","NA44","NA45","NA46","NA47","NA48","NA49","NA50","NA51"
"161","Poco indispensable","15","16.7","4","8.9","11","24.4","0","NaN","6","26.1","1","5.3","4","14.8","3","23.1","1","12.5","0","NaN","4","19","6","17.6","4","14.3","1","14.3","5","35.7","1","11.1","3","42.9","2","14.3","1","4.2","3","13.6","4","8.7","5","22.7","1","25","5","27.8","0","NaN"
"162","Nada indispensable","8","8.9","3","6.7","5","11.1","0","NaN","3","13","3","15.8","1","3.7","0","0","1","12.5","0","NaN","3","14.3","3","8.8","1","3.6","1","14.3","3","21.4","2","22.2","0","0","2","14.3","1","4.2","0","0","4","8.7","0","0","1","25","3","16.7","0","NaN"
"163","Total","90","100","45","100","45","100","0","NaN","23","100","19","100","27","100","13","100","8","100","0","NaN","21","100","34","100","28","100","7","100","14","100","9","100","7","100","14","100","24","100","22","100","46","100","22","100","4","100","18","100","0","NaN"
"164",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"165","P15d_COMPU","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"166","Muy indispensable","40","25.8","17","22.7","23","28.7","0","NaN","22","37.9","1","2.9","9","27.3","6","27.3","2","25","0","NaN","8","23.5","10","21.3","13","24.5","9","42.9","7","16.7","2","11.1","5","27.8","8","25.8","4","20","14","53.8","22","26.5","7","28","3","33.3","8","21.1","0","NaN"
"167","Indispensable","63","40.6","34","45.3","29","36.2","0","NaN","22","37.9","23","67.6","10","30.3","6","27.3","2","25","0","NaN","15","44.1","22","46.8","20","37.7","6","28.6","18","42.9","9","50","9","50","9","29","11","55","7","26.9","32","38.6","10","40","1","11.1","20","52.6","0","NaN"
"168","Da igual","23","14.8","12","16","11","13.8","0","NaN","6","10.3","4","11.8","5","15.2","5","22.7","3","37.5","0","NaN","5","14.7","8","17","7","13.2","3","14.3","5","11.9","1","5.6","4","22.2","7","22.6","4","20","2","7.7","14","16.9","4","16","1","11.1","4","10.5","0","NaN"
"169","Poco indispensable","18","11.6","6","8","12","15","0","NaN","6","10.3","2","5.9","8","24.2","2","9.1","0","0","0","NaN","5","14.7","5","10.6","8","15.1","0","0","8","19","4","22.2","0","0","4","12.9","0","0","2","7.7","10","12","3","12","0","0","5","13.2","0","NaN"
"170","Nada indispensable","11","7.1","6","8","5","6.2","0","NaN","2","3.4","4","11.8","1","3","3","13.6","1","12.5","0","NaN","1","2.9","2","4.3","5","9.4","3","14.3","4","9.5","2","11.1","0","0","3","9.7","1","5","1","3.8","5","6","1","4","4","44.4","1","2.6","0","NaN"
"171","Total","155","100","75","100","80","100","0","NaN","58","100","34","100","33","100","22","100","8","100","0","NaN","34","100","47","100","53","100","21","100","42","100","18","100","18","100","31","100","20","100","26","100","83","100","25","100","9","100","38","100","0","NaN"
"172",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"173","P15e_TABLET","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"174","Nos ponemos de acuerdo /organizamos","54","60","27","60","27","60","0","NaN","14","60.9","9","47.4","17","63","8","61.5","6","75","0","NaN","11","52.4","24","70.6","15","53.6","4","57.1","9","64.3","5","55.6","4","57.1","7","50","16","66.7","13","59.1","26","56.5","16","72.7","2","50","10","55.6","0","NaN"
"175","Quien lo tome primero es quien lo usa","25","27.8","11","24.4","14","31.1","0","NaN","6","26.1","6","31.6","9","33.3","2","15.4","2","25","0","NaN","8","38.1","8","23.5","6","21.4","3","42.9","2","14.3","3","33.3","3","42.9","7","50","5","20.8","5","22.7","12","26.1","6","27.3","0","0","7","38.9","0","NaN"
"176","Yo decido quien lo usa","11","12.2","7","15.6","4","8.9","0","NaN","3","13","4","21.1","1","3.7","3","23.1","0","0","0","NaN","2","9.5","2","5.9","7","25","0","0","3","21.4","1","11.1","0","0","0","0","3","12.5","4","18.2","8","17.4","0","0","2","50","1","5.6","0","NaN"
"177","Total","90","100","45","100","45","100","0","NaN","23","100","19","100","27","100","13","100","8","100","0","NaN","21","100","34","100","28","100","7","100","14","100","9","100","7","100","14","100","24","100","22","100","46","100","22","100","4","100","18","100","0","NaN"
"178",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"179","P15e_COMPU","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"180","Nos ponemos de acuerdo /organizamos","115","74.2","54","72","61","76.2","0","NaN","45","77.6","24","70.6","22","66.7","18","81.8","6","75","0","NaN","26","76.5","30","63.8","42","79.2","17","81","31","73.8","14","77.8","15","83.3","18","58.1","17","85","20","76.9","60","72.3","20","80","5","55.6","30","78.9","0","NaN"
"181","Quien lo tome primero es quien lo usa","29","18.7","17","22.7","12","15","0","NaN","9","15.5","6","17.6","8","24.2","4","18.2","2","25","0","NaN","8","23.5","13","27.7","6","11.3","2","9.5","8","19","4","22.2","2","11.1","11","35.5","2","10","2","7.7","13","15.7","5","20","3","33.3","8","21.1","0","NaN"
"182","Yo decido quien lo usa","11","7.1","4","5.3","7","8.8","0","NaN","4","6.9","4","11.8","3","9.1","0","0","0","0","0","NaN","0","0","4","8.5","5","9.4","2","9.5","3","7.1","0","0","1","5.6","2","6.5","1","5","4","15.4","10","12","0","0","1","11.1","0","0","0","NaN"
"183","Total","155","100","75","100","80","100","0","NaN","58","100","34","100","33","100","22","100","8","100","0","NaN","34","100","47","100","53","100","21","100","42","100","18","100","18","100","31","100","20","100","26","100","83","100","25","100","9","100","38","100","0","NaN"
"184",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"185","P16_CEL","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"186","P16_CELULAR_Es_del_trabajo","260","23.3","109","19.8","151","26.8","0","NaN","60","28.7","55","25","57","21.7","58","23.2","30","17.3","0","NaN","40","16.6","96","23.3","83","29.2","41","23","22","9.3","24","13.4","51","32.1","52","28.4","41","23.2","70","38.9","111","25.9","75","24.7","20","21.5","54","18.7","0","NaN"
"187","P16_CELULAR_Tengo_mis_secretos","211","18.9","113","20.5","98","17.4","0","NaN","42","20.1","38","17.3","53","20.2","47","18.8","31","17.9","0","NaN","64","26.6","90","21.8","45","15.8","12","6.7","37","15.6","24","13.4","46","28.9","22","12","58","32.8","24","13.3","54","12.6","61","20.1","20","21.5","76","26.3","0","NaN"
"188","P16_CELULAR_Tengo_mis_fotos","337","30.2","184","33.4","153","27.1","0","NaN","77","36.8","64","29.1","70","26.6","78","31.2","48","27.7","0","NaN","85","35.3","149","36.2","66","23.2","37","20.8","57","24.1","29","16.2","72","45.3","66","36.1","73","41.2","40","22.2","108","25.2","105","34.5","23","24.7","101","34.9","0","NaN"
"189","P16_CELULAR_Tengo_mis_mails","158","14.2","81","14.7","77","13.7","0","NaN","46","22","34","15.5","30","11.4","40","16","8","4.6","0","NaN","38","15.8","69","16.7","31","10.9","20","11.2","14","5.9","14","7.8","40","25.2","34","18.6","23","13","33","18.3","45","10.5","45","14.8","17","18.3","51","17.6","0","NaN"
"190","P16_CELULAR_Nadie_de_mi_casa_sabe_usarlo","50","4.5","27","4.9","23","4.1","0","NaN","10","4.8","7","3.2","15","5.7","16","6.4","2","1.2","0","NaN","13","5.4","22","5.3","6","2.1","9","5.1","0","0","4","2.2","5","3.1","14","7.7","8","4.5","19","10.6","9","2.1","14","4.6","10","10.8","17","5.9","0","NaN"
"191","P16_CELULAR_Es_personal","970","87","485","88","485","86","0","NaN","188","90","184","83.6","231","87.8","215","86","152","87.9","0","NaN","212","88","365","88.6","240","84.5","153","86","231","97.5","151","84.4","145","91.2","151","82.5","153","86.4","139","77.2","376","87.6","255","83.9","83","89.2","256","88.6","0","NaN"
"192","P16_CELULAR_Otro__Especificar","49","4.4","29","5.3","20","3.5","0","NaN","9","4.3","11","5","14","5.3","8","3.2","7","4","0","NaN","15","6.2","16","3.9","9","3.2","9","5.1","9","3.8","14","7.8","2","1.3","20","10.9","4","2.3","0","0","15","3.5","12","3.9","5","5.4","17","5.9","0","NaN"
"193","Total","1115","100","551","100","564","100","0","NaN","209","100","220","100","263","100","250","100","173","100","0","NaN","241","100","412","100","284","100","178","100","237","100","179","100","159","100","183","100","177","100","180","100","429","100","304","100","93","100","289","100","0","NaN"
"194",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"195","P16_TABLET","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"196","P16_TABLETA_Es_del_trabajo","8","25.8","6","35.3","2","14.3","0","NaN","4","30.8","0","0","2","40","2","33.3","0","NaN","0","NaN","1","10","4","33.3","2","33.3","1","33.3","1","10","0","NaN","1","50","1","33.3","3","27.3","2","40","3","33.3","3","50","0","0","2","15.4","0","NaN"
"197","P16_TABLETA_Tengo_mis_secretos","7","22.6","5","29.4","2","14.3","0","NaN","4","30.8","1","14.3","1","20","1","16.7","0","NaN","0","NaN","1","10","3","25","2","33.3","1","33.3","2","20","0","NaN","0","0","0","0","3","27.3","2","40","2","22.2","0","0","2","66.7","3","23.1","0","NaN"
"198","P16_TABLETA_Tengo_mis_fotos","10","32.3","7","41.2","3","21.4","0","NaN","5","38.5","3","42.9","0","0","2","33.3","0","NaN","0","NaN","0","0","5","41.7","4","66.7","1","33.3","3","30","0","NaN","0","0","2","66.7","3","27.3","2","40","6","66.7","0","0","1","33.3","3","23.1","0","NaN"
"199","P16_TABLETA_Tengo_mis_mails","8","25.8","5","29.4","3","21.4","0","NaN","3","23.1","2","28.6","2","40","1","16.7","0","NaN","0","NaN","1","10","4","33.3","2","33.3","1","33.3","1","10","0","NaN","0","0","2","66.7","3","27.3","2","40","3","33.3","2","33.3","0","0","3","23.1","0","NaN"
"200","P16_TABLETA_Nadie_de_mi_casa_sabe_usarlo","5","16.1","4","23.5","1","7.1","0","NaN","2","15.4","0","0","3","60","0","0","0","NaN","0","NaN","1","10","3","25","0","0","1","33.3","0","0","0","NaN","0","0","1","33.3","3","27.3","1","20","1","11.1","1","16.7","1","33.3","2","15.4","0","NaN"
"201","P16_TABLETA_Es_personal","25","80.6","11","64.7","14","100","0","NaN","12","92.3","6","85.7","3","60","4","66.7","0","NaN","0","NaN","7","70","9","75","6","100","3","100","8","80","0","NaN","1","50","2","66.7","11","100","3","60","9","100","5","83.3","3","100","8","61.5","0","NaN"
"202","P16_TABLETA_Otro__Especificar","1","3.2","1","5.9","0","0","0","NaN","0","0","0","0","0","0","1","16.7","0","NaN","0","NaN","1","10","0","0","0","0","0","0","1","10","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","7.7","0","NaN"
"203","Total","31","100","17","100","14","100","0","NaN","13","100","7","100","5","100","6","100","0","NaN","0","NaN","10","100","12","100","6","100","3","100","10","100","0","NaN","2","100","3","100","11","100","5","100","9","100","6","100","3","100","13","100","0","NaN"
"204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"205","P16_COMPU","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"206","P16_COMPU_Es_del_trabajo","41","47.7","20","44.4","21","51.2","0","NaN","19","46.3","9","42.9","9","60","2","33.3","2","66.7","0","NaN","9","30","17","50","9","64.3","6","75","4","26.7","5","45.5","4","36.4","15","88.2","7","31.8","6","60","12","70.6","10","55.6","1","14.3","18","40.9","0","NaN"
"207","P16_COMPU_Tengo_mis_secretos","20","23.3","11","24.4","9","22","0","NaN","14","34.1","2","9.5","1","6.7","2","33.3","1","33.3","0","NaN","9","30","9","26.5","1","7.1","1","12.5","3","20","0","0","1","9.1","6","35.3","7","31.8","3","30","1","5.9","3","16.7","2","28.6","14","31.8","0","NaN"
"208","P16_COMPU_Tengo_mis_fotos","25","29.1","16","35.6","9","22","0","NaN","15","36.6","6","28.6","2","13.3","1","16.7","1","33.3","0","NaN","8","26.7","11","32.4","3","21.4","3","37.5","2","13.3","0","0","1","9.1","10","58.8","9","40.9","3","30","4","23.5","7","38.9","1","14.3","13","29.5","0","NaN"
"209","P16_COMPU_Tengo_mis_mails","33","38.4","19","42.2","14","34.1","0","NaN","20","48.8","6","28.6","5","33.3","2","33.3","0","0","0","NaN","10","33.3","13","38.2","5","35.7","5","62.5","2","13.3","3","27.3","5","45.5","12","70.6","8","36.4","3","30","8","47.1","7","38.9","1","14.3","17","38.6","0","NaN"
"210","P16_COMPU_Nadie_de_mi_casa_sabe_usarlo","13","15.1","8","17.8","5","12.2","0","NaN","5","12.2","3","14.3","4","26.7","1","16.7","0","0","0","NaN","7","23.3","4","11.8","1","7.1","1","12.5","1","6.7","1","9.1","1","9.1","4","23.5","2","9.1","4","40","1","5.9","1","5.6","3","42.9","8","18.2","0","NaN"
"211","P16_COMPU_Es_personal","68","79.1","33","73.3","35","85.4","0","NaN","34","82.9","16","76.2","9","60","6","100","3","100","0","NaN","23","76.7","27","79.4","12","85.7","6","75","13","86.7","8","72.7","8","72.7","13","76.5","20","90.9","6","60","12","70.6","15","83.3","6","85.7","35","79.5","0","NaN"
"212","P16_COMPU_Otro__Especificar","6","7","3","6.7","3","7.3","0","NaN","5","12.2","0","0","0","0","1","16.7","0","0","0","NaN","5","16.7","1","2.9","0","0","0","0","0","0","0","0","4","36.4","2","11.8","0","0","0","0","0","0","1","5.6","0","0","5","11.4","0","NaN"
"213","Total","86","100","45","100","41","100","0","NaN","41","100","21","100","15","100","6","100","3","100","0","NaN","30","100","34","100","14","100","8","100","15","100","11","100","11","100","17","100","22","100","10","100","17","100","18","100","7","100","44","100","0","NaN"
"214",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"215","P16a_CEL","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"216","Muy indispensable","447","40.1","221","40.1","226","40.1","0","NaN","102","48.8","107","48.6","96","36.5","84","33.6","58","33.5","0","NaN","120","49.8","179","43.4","101","35.6","47","26.4","81","34.2","57","31.8","34","21.4","83","45.4","82","46.3","110","61.1","164","38.2","110","36.2","32","34.4","141","48.8","0","NaN"
"217","Indispensable","476","42.7","250","45.4","226","40.1","0","NaN","80","38.3","86","39.1","123","46.8","114","45.6","73","42.2","0","NaN","96","39.8","174","42.2","128","45.1","78","43.8","111","46.8","82","45.8","84","52.8","75","41","71","40.1","53","29.4","196","45.7","142","46.7","30","32.3","108","37.4","0","NaN"
"218","Da igual","121","10.9","48","8.7","73","12.9","0","NaN","11","5.3","17","7.7","31","11.8","34","13.6","28","16.2","0","NaN","17","7.1","42","10.2","34","12","28","15.7","30","12.7","18","10.1","26","16.4","9","4.9","23","13","15","8.3","48","11.2","35","11.5","17","18.3","21","7.3","0","NaN"
"219","Poco indispensable","58","5.2","28","5.1","30","5.3","0","NaN","14","6.7","10","4.5","11","4.2","14","5.6","9","5.2","0","NaN","7","2.9","17","4.1","16","5.6","18","10.1","14","5.9","14","7.8","12","7.5","15","8.2","1","0.6","2","1.1","18","4.2","13","4.3","10","10.8","17","5.9","0","NaN"
"220","Nada indispensable","13","1.2","4","0.7","9","1.6","0","NaN","2","1","0","0","2","0.8","4","1.6","5","2.9","0","NaN","1","0.4","0","0","5","1.8","7","3.9","1","0.4","8","4.5","3","1.9","1","0.5","0","0","0","0","3","0.7","4","1.3","4","4.3","2","0.7","0","NaN"
"221","Total","1115","100","551","100","564","100","0","NaN","209","100","220","100","263","100","250","100","173","100","0","NaN","241","100","412","100","284","100","178","100","237","100","179","100","159","100","183","100","177","100","180","100","429","100","304","100","93","100","289","100","0","NaN"
"222",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"223","P16a_TABLET","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"224","Muy indispensable","8","25.8","3","17.6","5","35.7","0","NaN","6","46.2","0","0","0","0","2","33.3","0","NaN","0","NaN","2","20","4","33.3","1","16.7","1","33.3","2","20","0","NaN","1","50","2","66.7","2","18.2","1","20","2","22.2","2","33.3","1","33.3","3","23.1","0","NaN"
"225","Indispensable","14","45.2","9","52.9","5","35.7","0","NaN","4","30.8","4","57.1","3","60","3","50","0","NaN","0","NaN","6","60","3","25","4","66.7","1","33.3","5","50","0","NaN","0","0","1","33.3","7","63.6","1","20","3","33.3","4","66.7","0","0","7","53.8","0","NaN"
"226","Da igual","5","16.1","3","17.6","2","14.3","0","NaN","2","15.4","2","28.6","1","20","0","0","0","NaN","0","NaN","2","20","2","16.7","1","16.7","0","0","2","20","0","NaN","0","0","0","0","2","18.2","1","20","1","11.1","0","0","1","33.3","3","23.1","0","NaN"
