"","A1","B2","C3","D4","E5","F6","G7","H8","I9","J10","K11","L12","M13","N14","O15","P16","Q17","R18","S19","T20","U21","V22","W23","X24","Y25","Z26","NA27","NA28","NA29","NA30","NA31","NA32","NA33","NA34","NA35","NA36","NA37","NA38","NA39","NA40","NA41","NA42","NA43","NA44","NA45","NA46","NA47","NA48","NA49","NA50","NA51"
"359","Total","31","100","17","100","14","100","0","NaN","13","100","7","100","5","100","6","100","0","NaN","0","NaN","10","100","12","100","6","100","3","100","10","100","0","NaN","2","100","3","100","11","100","5","100","9","100","6","100","3","100","13","100","0","NaN"
"360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"361","P16h_COMPU","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"362","Cosas personales","20","23.3","10","22.2","10","24.4","0","NaN","11","26.8","4","19","3","20","1","16.7","1","33.3","0","NaN","8","26.7","8","23.5","2","14.3","2","25","4","26.7","3","27.3","4","36.4","2","11.8","5","22.7","2","20","5","29.4","4","22.2","2","28.6","9","20.5","0","NaN"
"363","Cosas del trabajo","41","47.7","22","48.9","19","46.3","0","NaN","19","46.3","10","47.6","9","60","2","33.3","1","33.3","0","NaN","6","20","18","52.9","12","85.7","5","62.5","6","40","7","63.6","2","18.2","12","70.6","12","54.5","2","20","11","64.7","10","55.6","3","42.9","17","38.6","0","NaN"
"364","Para estudiar / hacer tarea","12","14","9","20","3","7.3","0","NaN","6","14.6","2","9.5","2","13.3","2","33.3","0","0","0","NaN","12","40","0","0","0","0","0","0","5","33.3","0","0","2","18.2","2","11.8","2","9.1","1","10","0","0","1","5.6","0","0","11","25","0","NaN"
"365","Todas","13","15.1","4","8.9","9","22","0","NaN","5","12.2","5","23.8","1","6.7","1","16.7","1","33.3","0","NaN","4","13.3","8","23.5","0","0","1","12.5","0","0","1","9.1","3","27.3","1","5.9","3","13.6","5","50","1","5.9","3","16.7","2","28.6","7","15.9","0","NaN"
"366","Total","86","100","45","100","41","100","0","NaN","41","100","21","100","15","100","6","100","3","100","0","NaN","30","100","34","100","14","100","8","100","15","100","11","100","11","100","17","100","22","100","10","100","17","100","18","100","7","100","44","100","0","NaN"
"367",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"368","P16i","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"369","Sí","336","30.1","175","31.8","161","28.5","0","NaN","61","29.2","73","33.2","86","32.7","68","27.2","48","27.7","0","NaN","34","14.1","161","39.1","117","41.2","24","13.5","70","29.5","51","28.5","33","20.8","50","27.3","66","37.3","66","36.7","284","66.2","2","0.7","47","50.5","3","1","0","NaN"
"370","No","779","69.9","376","68.2","403","71.5","0","NaN","148","70.8","147","66.8","177","67.3","182","72.8","125","72.3","0","NaN","207","85.9","251","60.9","167","58.8","154","86.5","167","70.5","128","71.5","126","79.2","133","72.7","111","62.7","114","63.3","145","33.8","302","99.3","46","49.5","286","99","0","NaN"
"371","Total","1115","100","551","100","564","100","0","NaN","209","100","220","100","263","100","250","100","173","100","0","NaN","241","100","412","100","284","100","178","100","237","100","179","100","159","100","183","100","177","100","180","100","429","100","304","100","93","100","289","100","0","NaN"
"372",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"373","P16j_CEL","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"374","P16_J_CELULAR_Hablar_por_tel_fono","59","17.6","34","19.4","25","15.5","0","NaN","17","27.9","12","16.4","15","17.4","8","11.8","7","14.6","0","NaN","5","14.7","17","10.6","27","23.1","10","41.7","3","4.3","9","17.6","3","9.1","10","20","9","13.6","25","37.9","48","16.9","0","0","9","19.1","2","66.7","0","NaN"
"375","P16_J_CELULAR_Mandar_mensajes","34","10.1","16","9.1","18","11.2","0","NaN","10","16.4","5","6.8","11","12.8","5","7.4","3","6.2","0","NaN","0","0","11","6.8","13","11.1","10","41.7","0","0","4","7.8","1","3","7","14","6","9.1","16","24.2","26","9.2","0","0","8","17","0","0","0","NaN"
"376","P16_J_CELULAR_Jugar","204","60.7","99","56.6","105","65.2","0","NaN","43","70.5","43","58.9","48","55.8","41","60.3","29","60.4","0","NaN","12","35.3","90","55.9","89","76.1","13","54.2","33","47.1","36","70.6","14","42.4","28","56","50","75.8","43","65.2","169","59.5","1","50","32","68.1","2","66.7","0","NaN"
"377","P16_J_CELULAR_O_r_m_sica","76","22.6","36","20.6","40","24.8","0","NaN","14","23","19","26","21","24.4","15","22.1","7","14.6","0","NaN","3","8.8","26","16.1","39","33.3","8","33.3","8","11.4","14","27.5","6","18.2","19","38","12","18.2","17","25.8","62","21.8","0","0","13","27.7","1","33.3","0","NaN"
"378","P16_J_CELULAR_Buscar__informaci_n","27","8","16","9.1","11","6.8","0","NaN","7","11.5","7","9.6","7","8.1","5","7.4","1","2.1","0","NaN","0","0","10","6.2","14","12","3","12.5","1","1.4","1","2","4","12.1","7","14","6","9.1","8","12.1","21","7.4","0","0","6","12.8","0","0","0","NaN"
"379","P16_J_CELULAR_Tomar_fotos","55","16.4","30","17.1","25","15.5","0","NaN","15","24.6","12","16.4","11","12.8","10","14.7","7","14.6","0","NaN","1","2.9","23","14.3","23","19.7","8","33.3","9","12.9","6","11.8","8","24.2","16","32","6","9.1","10","15.2","46","16.2","0","0","9","19.1","0","0","0","NaN"
"380","P16_J_CELULAR_Mandar_mails","15","4.5","11","6.3","4","2.5","0","NaN","3","4.9","4","5.5","4","4.7","3","4.4","1","2.1","0","NaN","0","0","5","3.1","9","7.7","1","4.2","2","2.9","0","0","4","12.1","5","10","0","0","4","6.1","13","4.6","0","0","2","4.3","0","0","0","NaN"
"381","P16_J_CELULAR_Ver__TV","11","3.3","8","4.6","3","1.9","0","NaN","1","1.6","1","1.4","3","3.5","4","5.9","2","4.2","0","NaN","0","0","9","5.6","2","1.7","0","0","6","8.6","0","0","0","0","3","6","2","3","0","0","6","2.1","1","50","4","8.5","0","0","0","NaN"
"382","P16_J_CELULAR_Ver_pel_culas","42","12.5","21","12","21","13","0","NaN","9","14.8","8","11","8","9.3","13","19.1","4","8.3","0","NaN","3","8.8","27","16.8","12","10.3","0","0","10","14.3","7","13.7","3","9.1","10","20","5","7.6","7","10.6","28","9.9","1","50","13","27.7","0","0","0","NaN"
"383","P16_J_CELULAR_Ver_videos","84","25","43","24.6","41","25.5","0","NaN","21","34.4","20","27.4","19","22.1","14","20.6","10","20.8","0","NaN","7","20.6","40","24.8","29","24.8","8","33.3","18","25.7","19","37.3","15","45.5","13","26","11","16.7","8","12.1","69","24.3","1","50","14","29.8","0","0","0","NaN"
"384","P16_J_CELULAR_Entrar_a_redes_sociales","22","6.5","11","6.3","11","6.8","0","NaN","5","8.2","5","6.8","5","5.8","4","5.9","3","6.2","0","NaN","0","0","12","7.5","7","6","3","12.5","4","5.7","3","5.9","2","6.1","4","8","2","3","7","10.6","17","6","1","50","4","8.5","0","0","0","NaN"
"385","P16_J_CELULAR_Para_trabajar","3","0.9","3","1.7","0","0","0","NaN","1","1.6","0","0","1","1.2","1","1.5","0","0","0","NaN","0","0","1","0.6","1","0.9","1","4.2","0","0","0","0","0","0","1","2","2","3","0","0","1","0.4","0","0","2","4.3","0","0","0","NaN"
"386","P16_J_CELULAR_Para_leer","8","2.4","5","2.9","3","1.9","0","NaN","1","1.6","2","2.7","3","3.5","2","2.9","0","0","0","NaN","0","0","3","1.9","3","2.6","2","8.3","0","0","0","0","1","3","2","4","0","0","5","7.6","6","2.1","0","0","2","4.3","0","0","0","NaN"
"387","P16_J_CELULAR_Hacer_tareas___trabajos_____dd","16","4.8","10","5.7","6","3.7","0","NaN","6","9.8","5","6.8","3","3.5","2","2.9","0","0","0","NaN","0","0","6","3.7","8","6.8","2","8.3","0","0","1","2","0","0","8","16","2","3","5","7.6","11","3.9","0","0","5","10.6","0","0","0","NaN"
"388","P16_J_CELULAR_Otra__Especificar","64","19","37","21.1","27","16.8","0","NaN","7","11.5","15","20.5","21","24.4","12","17.6","9","18.8","0","NaN","10","29.4","41","25.5","12","10.3","1","4.2","25","35.7","7","13.7","7","21.2","12","24","6","9.1","7","10.6","58","20.4","1","50","5","10.6","0","0","0","NaN"
"389","Total","336","100","175","100","161","100","0","NaN","61","100","73","100","86","100","68","100","48","100","0","NaN","34","100","161","100","117","100","24","100","70","100","51","100","33","100","50","100","66","100","66","100","284","100","2","100","47","100","3","100","0","NaN"
"390",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"391","P16j_TABLET","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"392","P16_J_TABLET_Hablar_por_tel_fono","0","0","0","0","0","0","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN"
"393","P16_J_TABLET_Mandar_mensajes","0","0","0","0","0","0","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN"
"394","P16_J_TABLET_Jugar","6","66.7","1","25","5","100","0","NaN","4","80","1","50","0","NaN","1","50","0","NaN","0","NaN","0","NaN","3","75","2","50","1","100","0","0","0","NaN","1","100","1","100","3","100","1","50","4","57.1","0","NaN","2","100","0","NaN","0","NaN"
"395","P16_J_TABLET_O_r_m_sica","3","33.3","1","25","2","40","0","NaN","2","40","0","0","0","NaN","1","50","0","NaN","0","NaN","0","NaN","1","25","1","25","1","100","1","50","0","NaN","0","0","1","100","0","0","1","50","2","28.6","0","NaN","1","50","0","NaN","0","NaN"
"396","P16_J_TABLET_Buscar__informaci_n","2","22.2","1","25","1","20","0","NaN","1","20","1","50","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","2","50","0","0","0","0","0","NaN","0","0","1","100","0","0","1","50","2","28.6","0","NaN","0","0","0","NaN","0","NaN"
"397","P16_J_TABLET_Tomar_fotos","2","22.2","0","0","2","40","0","NaN","2","40","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","1","25","1","25","0","0","0","0","0","NaN","0","0","1","100","1","33.3","0","0","2","28.6","0","NaN","0","0","0","NaN","0","NaN"
"398","P16_J_TABLET_Mandar_mails","1","11.1","0","0","1","20","0","NaN","1","20","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","1","25","0","0","0","0","0","NaN","0","0","1","100","0","0","0","0","1","14.3","0","NaN","0","0","0","NaN","0","NaN"
"399","P16_J_TABLET_Ver__TV","2","22.2","1","25","1","20","0","NaN","1","20","0","0","0","NaN","1","50","0","NaN","0","NaN","0","NaN","2","50","0","0","0","0","1","50","0","NaN","0","0","0","0","1","33.3","0","0","2","28.6","0","NaN","0","0","0","NaN","0","NaN"
"400","P16_J_TABLET_Ver_pel_culas","3","33.3","1","25","2","40","0","NaN","2","40","0","0","0","NaN","1","50","0","NaN","0","NaN","0","NaN","2","50","1","25","0","0","1","50","0","NaN","0","0","1","100","1","33.3","0","0","3","42.9","0","NaN","0","0","0","NaN","0","NaN"
"401","P16_J_TABLET_Ver_videos","3","33.3","1","25","2","40","0","NaN","2","40","0","0","0","NaN","1","50","0","NaN","0","NaN","0","NaN","2","50","1","25","0","0","1","50","0","NaN","0","0","1","100","1","33.3","0","0","3","42.9","0","NaN","0","0","0","NaN","0","NaN"
"402","P16_J_TABLET_Entrar_a_redes_sociales","3","33.3","1","25","2","40","0","NaN","1","20","1","50","0","NaN","1","50","0","NaN","0","NaN","0","NaN","2","50","1","25","0","0","1","50","0","NaN","1","100","1","100","0","0","0","0","3","42.9","0","NaN","0","0","0","NaN","0","NaN"
"403","P16_J_TABLET_Para_trabajar","0","0","0","0","0","0","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN"
"404","P16_J_TABLET_Para_leer","0","0","0","0","0","0","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN"
"405","P16_J_TABLET_Hacer_tareas___trabajos_____dd","1","11.1","0","0","1","20","0","NaN","1","20","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","1","25","0","0","0","0","0","NaN","0","0","1","100","0","0","0","0","1","14.3","0","NaN","0","0","0","NaN","0","NaN"
"406","P16_J_TABLET_Otra__Especificar","1","11.1","1","25","0","0","0","NaN","1","20","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","1","25","0","0","1","50","0","NaN","0","0","0","0","0","0","0","0","1","14.3","0","NaN","0","0","0","NaN","0","NaN"
"407","Total","9","100","4","100","5","100","0","NaN","5","100","2","100","0","NaN","2","100","0","NaN","0","NaN","0","NaN","4","100","4","100","1","100","2","100","0","NaN","1","100","1","100","3","100","2","100","7","100","0","NaN","2","100","0","NaN","0","NaN"
"408",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"409","P16j_COMPU","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"410","P16_J_COMPU_Hablar_por_tel_fono","1","7.1","1","20","0","0","0","NaN","0","0","1","25","0","0","0","0","0","0","0","NaN","1","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","100","0","0","0","NaN","1","20","0","NaN","0","NaN"
"411","P16_J_COMPU_Mandar_mensajes","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN"
"412","P16_J_COMPU_Jugar","12","85.7","4","80","8","88.9","0","NaN","5","100","4","100","2","66.7","0","0","1","100","0","NaN","1","100","6","85.7","5","100","0","0","0","0","3","100","2","100","1","50","5","100","1","100","7","77.8","0","NaN","5","100","0","NaN","0","NaN"
"413","P16_J_COMPU_O_r_m_sica","3","21.4","2","40","1","11.1","0","NaN","0","0","2","50","1","33.3","0","0","0","0","0","NaN","1","100","0","0","2","40","0","0","0","0","0","0","0","0","1","50","1","20","1","100","2","22.2","0","NaN","1","20","0","NaN","0","NaN"
"414","P16_J_COMPU_Buscar__informaci_n","2","14.3","1","20","1","11.1","0","NaN","0","0","2","50","0","0","0","0","0","0","0","NaN","1","100","1","14.3","0","0","0","0","0","0","1","33.3","0","0","0","0","0","0","1","100","0","0","0","NaN","2","40","0","NaN","0","NaN"
"415","P16_J_COMPU_Tomar_fotos","1","7.1","0","0","1","11.1","0","NaN","1","20","0","0","0","0","0","0","0","0","0","NaN","0","0","1","14.3","0","0","0","0","0","0","0","0","1","50","0","0","0","0","0","0","1","11.1","0","NaN","0","0","0","NaN","0","NaN"
"416","P16_J_COMPU_Mandar_mails","2","14.3","1","20","1","11.1","0","NaN","1","20","0","0","1","33.3","0","0","0","0","0","NaN","0","0","1","14.3","1","20","0","0","0","0","0","0","1","50","0","0","1","20","0","0","2","22.2","0","NaN","0","0","0","NaN","0","NaN"
"417","P16_J_COMPU_Ver__TV","1","7.1","0","0","1","11.1","0","NaN","1","20","0","0","0","0","0","0","0","0","0","NaN","0","0","1","14.3","0","0","0","0","0","0","0","0","1","50","0","0","0","0","0","0","1","11.1","0","NaN","0","0","0","NaN","0","NaN"
"418","P16_J_COMPU_Ver_pel_culas","8","57.1","4","80","4","44.4","0","NaN","2","40","3","75","2","66.7","1","100","0","0","0","NaN","1","100","4","57.1","2","40","1","100","1","100","1","33.3","1","50","2","100","2","40","1","100","6","66.7","0","NaN","2","40","0","NaN","0","NaN"
"419","P16_J_COMPU_Ver_videos","6","42.9","3","60","3","33.3","0","NaN","2","40","2","50","2","66.7","0","0","0","0","0","NaN","0","0","2","28.6","3","60","1","100","0","0","2","66.7","0","0","2","100","2","40","0","0","4","44.4","0","NaN","2","40","0","NaN","0","NaN"
"420","P16_J_COMPU_Entrar_a_redes_sociales","2","14.3","2","40","0","0","0","NaN","0","0","1","25","1","33.3","0","0","0","0","0","NaN","1","100","0","0","1","20","0","0","0","0","0","0","0","0","0","0","1","20","1","100","1","11.1","0","NaN","1","20","0","NaN","0","NaN"
"421","P16_J_COMPU_Para_trabajar","1","7.1","1","20","0","0","0","NaN","0","0","1","25","0","0","0","0","0","0","0","NaN","1","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","100","0","0","0","NaN","1","20","0","NaN","0","NaN"
"422","P16_J_COMPU_Para_leer","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN"
"423","P16_J_COMPU_Hacer_tareas___trabajos_____dd","1","7.1","0","0","1","11.1","0","NaN","0","0","1","25","0","0","0","0","0","0","0","NaN","0","0","0","0","1","20","0","0","0","0","0","0","0","0","1","50","0","0","0","0","1","11.1","0","NaN","0","0","0","NaN","0","NaN"
"424","P16_J_COMPU_Otra__Especificar","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN"
"425","Total","14","100","5","100","9","100","0","NaN","5","100","4","100","3","100","1","100","1","100","0","NaN","1","100","7","100","5","100","1","100","1","100","3","100","2","100","2","100","5","100","1","100","9","100","0","NaN","5","100","0","NaN","0","NaN"
"426",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"427","P17_CEL","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"428","Yo lo compré","777","69.7","331","60.1","446","79.1","0","NaN","152","72.7","160","72.7","190","72.2","164","65.6","111","64.2","0","NaN","124","51.5","324","78.6","227","79.9","102","57.3","171","72.2","141","78.8","93","58.5","123","67.2","123","69.5","126","70","305","71.1","224","73.7","69","74.2","179","61.9","0","NaN"
"429","Es un regalo","338","30.3","220","39.9","118","20.9","0","NaN","57","27.3","60","27.3","73","27.8","86","34.4","62","35.8","0","NaN","117","48.5","88","21.4","57","20.1","76","42.7","66","27.8","38","21.2","66","41.5","60","32.8","54","30.5","54","30","124","28.9","80","26.3","24","25.8","110","38.1","0","NaN"
"430","Total","1115","100","551","100","564","100","0","NaN","209","100","220","100","263","100","250","100","173","100","0","NaN","241","100","412","100","284","100","178","100","237","100","179","100","159","100","183","100","177","100","180","100","429","100","304","100","93","100","289","100","0","NaN"
"431",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
