"","A1","B2","C3","D4","E5","F6","G7","H8","I9","J10","K11","L12","M13","N14","O15","P16","Q17","R18","S19","T20","U21","V22","W23","X24","Y25","Z26","NA27","NA28","NA29","NA30","NA31","NA32","NA33","NA34","NA35","NA36","NA37","NA38","NA39","NA40","NA41","NA42","NA43","NA44","NA45","NA46","NA47","NA48","NA49","NA50","NA51"
"144","P16_TABLETA_Es_del_trabajo","13","29.5","9","37.5","4","20","0","NaN","5","35.7","3","27.3","2","25","3","27.3","0","NaN","0","NaN","1","7.7","6","35.3","4","40","2","50","1","8.3","0","0","4","50","2","40","3","25","3","50","5","35.7","5","50","1","25","2","12.5","0","NaN"
"145","P16_TABLETA_Tengo_mis_secretos","10","22.7","6","25","4","20","0","NaN","4","28.6","2","18.2","2","25","2","18.2","0","NaN","0","NaN","2","15.4","4","23.5","3","30","1","25","3","25","0","0","2","25","0","0","3","25","2","33.3","2","14.3","2","20","2","50","4","25","0","NaN"
"146","P16_TABLETA_Tengo_mis_fotos","18","40.9","12","50","6","30","0","NaN","6","42.9","5","45.5","2","25","5","45.5","0","NaN","0","NaN","1","7.7","8","47.1","7","70","2","50","4","33.3","0","0","5","62.5","3","60","3","25","3","50","10","71.4","3","30","1","25","4","25","0","NaN"
"147","P16_TABLETA_Tengo_mis_mails","13","29.5","8","33.3","5","25","0","NaN","4","28.6","4","36.4","3","37.5","2","18.2","0","NaN","0","NaN","1","7.7","5","29.4","5","50","2","50","1","8.3","0","0","3","37.5","3","60","3","25","3","50","6","42.9","4","40","0","0","3","18.8","0","NaN"
"148","P16_TABLETA_Nadie_de_mi_casa_sabe_usarlo","7","15.9","4","16.7","3","15","0","NaN","2","14.3","1","9.1","4","50","0","0","0","NaN","0","NaN","2","15.4","3","17.6","1","10","1","25","0","0","1","100","1","12.5","1","20","3","25","1","16.7","1","7.1","2","20","1","25","3","18.8","0","NaN"
"149","P16_TABLETA_Es_personal","34","77.3","17","70.8","17","85","0","NaN","13","92.9","8","72.7","6","75","7","63.6","0","NaN","0","NaN","9","69.2","13","76.5","8","80","4","100","9","75","1","100","6","75","3","60","12","100","3","50","13","92.9","8","80","3","75","10","62.5","0","NaN"
"150","P16_TABLETA_Otro__Especificar","1","2.3","1","4.2","0","0","0","NaN","0","0","0","0","0","0","1","9.1","0","NaN","0","NaN","1","7.7","0","0","0","0","0","0","1","8.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","6.2","0","NaN"
"151","Total","44","100","24","100","20","100","0","NaN","14","100","11","100","8","100","11","100","0","NaN","0","NaN","13","100","17","100","10","100","4","100","12","100","1","100","8","100","5","100","12","100","6","100","14","100","10","100","4","100","16","100","0","NaN"
"152",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"153","P16_COMPU","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"154","P16_COMPU_Es_del_trabajo","3","27.3","2","25","1","33.3","0","NaN","2","50","1","25","0","0","0","0","0","NaN","0","NaN","0","0","3","60","0","0","0","NaN","1","25","0","NaN","0","NaN","0","0","2","33.3","0","NaN","0","NaN","1","50","0","0","2","28.6","0","NaN"
"155","P16_COMPU_Tengo_mis_secretos","2","18.2","2","25","0","0","0","NaN","2","50","0","0","0","0","0","0","0","NaN","0","NaN","0","0","2","40","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","2","33.3","0","NaN","0","NaN","0","0","1","50","1","14.3","0","NaN"
"156","P16_COMPU_Tengo_mis_fotos","2","18.2","2","25","0","0","0","NaN","2","50","0","0","0","0","0","0","0","NaN","0","NaN","0","0","2","40","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","2","33.3","0","NaN","0","NaN","0","0","1","50","1","14.3","0","NaN"
"157","P16_COMPU_Tengo_mis_mails","2","18.2","2","25","0","0","0","NaN","2","50","0","0","0","0","0","0","0","NaN","0","NaN","0","0","2","40","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","2","33.3","0","NaN","0","NaN","0","0","1","50","1","14.3","0","NaN"
"158","P16_COMPU_Nadie_de_mi_casa_sabe_usarlo","2","18.2","2","25","0","0","0","NaN","1","25","0","0","1","50","0","0","0","NaN","0","NaN","1","20","1","20","0","0","0","NaN","0","0","0","NaN","0","NaN","1","100","1","16.7","0","NaN","0","NaN","0","0","1","50","1","14.3","0","NaN"
"159","P16_COMPU_Es_personal","9","81.8","6","75","3","100","0","NaN","4","100","3","75","1","50","1","100","0","NaN","0","NaN","4","80","4","80","1","100","0","NaN","3","75","0","NaN","0","NaN","0","0","6","100","0","NaN","0","NaN","2","100","2","100","5","71.4","0","NaN"
"160","P16_COMPU_Otro__Especificar","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN"
"161","Total","11","100","8","100","3","100","0","NaN","4","100","4","100","2","100","1","100","0","NaN","0","NaN","5","100","5","100","1","100","0","NaN","4","100","0","NaN","0","NaN","1","100","6","100","0","NaN","0","NaN","2","100","2","100","7","100","0","NaN"
"162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"163","P16a_CEL","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"164","Muy indispensable","17","54.8","10","58.8","7","50","0","NaN","7","53.8","4","57.1","2","40","4","66.7","0","NaN","0","NaN","6","60","6","50","4","66.7","1","33.3","6","60","0","NaN","0","0","3","100","7","63.6","1","20","4","44.4","4","66.7","2","66.7","7","53.8","0","NaN"
"165","Indispensable","11","35.5","5","29.4","6","42.9","0","NaN","5","38.5","3","42.9","2","40","1","16.7","0","NaN","0","NaN","4","40","4","33.3","2","33.3","1","33.3","3","30","0","NaN","2","100","0","0","4","36.4","2","40","3","33.3","2","33.3","0","0","6","46.2","0","NaN"
"166","Da igual","2","6.5","1","5.9","1","7.1","0","NaN","1","7.7","0","0","1","20","0","0","0","NaN","0","NaN","0","0","1","8.3","0","0","1","33.3","0","0","0","NaN","0","0","0","0","0","0","2","40","1","11.1","0","0","1","33.3","0","0","0","NaN"
"167","Poco indispensable","1","3.2","1","5.9","0","0","0","NaN","0","0","0","0","0","0","1","16.7","0","NaN","0","NaN","0","0","1","8.3","0","0","0","0","1","10","0","NaN","0","0","0","0","0","0","0","0","1","11.1","0","0","0","0","0","0","0","NaN"
"168","Nada indispensable","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN"
"169","Total","31","100","17","100","14","100","0","NaN","13","100","7","100","5","100","6","100","0","NaN","0","NaN","10","100","12","100","6","100","3","100","10","100","0","NaN","2","100","3","100","11","100","5","100","9","100","6","100","3","100","13","100","0","NaN"
"170",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"171","P16a_TABLET","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"172","Muy indispensable","11","25","3","12.5","8","40","0","NaN","6","42.9","1","9.1","0","0","4","36.4","0","NaN","0","NaN","3","23.1","4","23.5","3","30","1","25","3","25","0","0","1","12.5","3","60","2","16.7","2","33.3","3","21.4","3","30","1","25","4","25","0","NaN"
"173","Indispensable","18","40.9","12","50","6","30","0","NaN","4","28.6","6","54.5","4","50","4","36.4","0","NaN","0","NaN","7","53.8","5","29.4","4","40","2","50","5","41.7","1","100","1","12.5","2","40","8","66.7","1","16.7","5","35.7","4","40","1","25","8","50","0","NaN"
"174","Da igual","9","20.5","5","20.8","4","20","0","NaN","2","14.3","3","27.3","3","37.5","1","9.1","0","NaN","0","NaN","3","23.1","3","17.6","3","30","0","0","3","25","0","0","3","37.5","0","0","2","16.7","1","16.7","2","14.3","2","20","1","25","4","25","0","NaN"
"175","Poco indispensable","5","11.4","4","16.7","1","5","0","NaN","1","7.1","1","9.1","1","12.5","2","18.2","0","NaN","0","NaN","0","0","5","29.4","0","0","0","0","1","8.3","0","0","3","37.5","0","0","0","0","1","16.7","4","28.6","1","10","0","0","0","0","0","NaN"
"176","Nada indispensable","1","2.3","0","0","1","5","0","NaN","1","7.1","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","1","25","0","0","0","0","0","0","0","0","0","0","1","16.7","0","0","0","0","1","25","0","0","0","NaN"
"177","Total","44","100","24","100","20","100","0","NaN","14","100","11","100","8","100","11","100","0","NaN","0","NaN","13","100","17","100","10","100","4","100","12","100","1","100","8","100","5","100","12","100","6","100","14","100","10","100","4","100","16","100","0","NaN"
"178",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"179","P16a_COMPU","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"180","Muy indispensable","8","72.7","6","75","2","66.7","0","NaN","4","100","1","25","2","100","1","100","0","NaN","0","NaN","4","80","4","80","0","0","0","NaN","3","75","0","NaN","0","NaN","1","100","4","66.7","0","NaN","0","NaN","1","50","1","50","6","85.7","0","NaN"
"181","Indispensable","3","27.3","2","25","1","33.3","0","NaN","0","0","3","75","0","0","0","0","0","NaN","0","NaN","1","20","1","20","1","100","0","NaN","1","25","0","NaN","0","NaN","0","0","2","33.3","0","NaN","0","NaN","1","50","1","50","1","14.3","0","NaN"
"182","Da igual","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN"
"183","Poco indispensable","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN"
"184","Nada indispensable","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN"
"185","Total","11","100","8","100","3","100","0","NaN","4","100","4","100","2","100","1","100","0","NaN","0","NaN","5","100","5","100","1","100","0","NaN","4","100","0","NaN","0","NaN","1","100","6","100","0","NaN","0","NaN","2","100","2","100","7","100","0","NaN"
"186",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"187","P16b_CEL","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"188","Todo el tiempo","16","51.6","11","64.7","5","35.7","0","NaN","7","53.8","4","57.1","2","40","3","50","0","NaN","0","NaN","5","50","8","66.7","3","50","0","0","3","30","0","NaN","2","100","1","33.3","9","81.8","1","20","5","55.6","3","50","2","66.7","6","46.2","0","NaN"
"189","Entre 12 y 9 horas","4","12.9","1","5.9","3","21.4","0","NaN","3","23.1","0","0","1","20","0","0","0","NaN","0","NaN","2","20","0","0","1","16.7","1","33.3","2","20","0","NaN","0","0","2","66.7","0","0","0","0","2","22.2","0","0","0","0","2","15.4","0","NaN"
"190","Entre 8 y 5 horas","5","16.1","2","11.8","3","21.4","0","NaN","0","0","1","14.3","2","40","2","33.3","0","NaN","0","NaN","1","10","2","16.7","1","16.7","1","33.3","2","20","0","NaN","0","0","0","0","2","18.2","1","20","1","11.1","2","33.3","0","0","2","15.4","0","NaN"
"191","Entre 4 y 1 hora","5","16.1","2","11.8","3","21.4","0","NaN","3","23.1","1","14.3","0","0","1","16.7","0","NaN","0","NaN","2","20","1","8.3","1","16.7","1","33.3","2","20","0","NaN","0","0","0","0","0","0","3","60","1","11.1","1","16.7","1","33.3","2","15.4","0","NaN"
"192","Menos de una hora","1","3.2","1","5.9","0","0","0","NaN","0","0","1","14.3","0","0","0","0","0","NaN","0","NaN","0","0","1","8.3","0","0","0","0","1","10","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","7.7","0","NaN"
"193","La uso una vez a la semana","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN"
"194","No lo uso","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN"
"195","Total","31","100","17","100","14","100","0","NaN","13","100","7","100","5","100","6","100","0","NaN","0","NaN","10","100","12","100","6","100","3","100","10","100","0","NaN","2","100","3","100","11","100","5","100","9","100","6","100","3","100","13","100","0","NaN"
"196",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"197","P16b_TABLET","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"198","Todo el tiempo","1","2.3","0","0","1","5","0","NaN","0","0","1","9.1","0","0","0","0","0","NaN","0","NaN","0","0","0","0","1","10","0","0","0","0","0","0","0","0","1","20","0","0","0","0","0","0","1","10","0","0","0","0","0","NaN"
"199","Entre 12 y 9 horas","4","9.1","1","4.2","3","15","0","NaN","1","7.1","0","0","1","12.5","2","18.2","0","NaN","0","NaN","2","15.4","1","5.9","1","10","0","0","1","8.3","1","100","1","12.5","0","0","1","8.3","0","0","1","7.1","0","0","0","0","3","18.8","0","NaN"
"200","Entre 8 y 5 horas","14","31.8","7","29.2","7","35","0","NaN","3","21.4","5","45.5","3","37.5","3","27.3","0","NaN","0","NaN","4","30.8","4","23.5","4","40","2","50","5","41.7","0","0","3","37.5","3","60","2","16.7","1","16.7","7","50","2","20","1","25","4","25","0","NaN"
"201","Entre 4 y 1 hora","20","45.5","12","50","8","40","0","NaN","8","57.1","3","27.3","4","50","5","45.5","0","NaN","0","NaN","7","53.8","9","52.9","3","30","1","25","6","50","0","0","2","25","1","20","9","75","2","33.3","4","28.6","6","60","2","50","8","50","0","NaN"
"202","Menos de una hora","4","9.1","4","16.7","0","0","0","NaN","1","7.1","2","18.2","0","0","1","9.1","0","NaN","0","NaN","0","0","3","17.6","1","10","0","0","0","0","0","0","2","25","0","0","0","0","2","33.3","2","14.3","1","10","0","0","1","6.2","0","NaN"
"203","La uso una vez a la semana","1","2.3","0","0","1","5","0","NaN","1","7.1","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","1","25","0","0","0","0","0","0","0","0","0","0","1","16.7","0","0","0","0","1","25","0","0","0","NaN"
"204","No lo uso","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN"
"205","Total","44","100","24","100","20","100","0","NaN","14","100","11","100","8","100","11","100","0","NaN","0","NaN","13","100","17","100","10","100","4","100","12","100","1","100","8","100","5","100","12","100","6","100","14","100","10","100","4","100","16","100","0","NaN"
"206",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"207","P16b_COMPU","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"208","Todo el tiempo","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN"
"209","Entre 12 y 9 horas","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN"
"210","Entre 8 y 5 horas","5","45.5","3","37.5","2","66.7","0","NaN","0","0","3","75","1","50","1","100","0","NaN","0","NaN","3","60","2","40","0","0","0","NaN","4","100","0","NaN","0","NaN","0","0","1","16.7","0","NaN","0","NaN","0","0","1","50","4","57.1","0","NaN"
"211","Entre 4 y 1 hora","6","54.5","5","62.5","1","33.3","0","NaN","4","100","1","25","1","50","0","0","0","NaN","0","NaN","2","40","3","60","1","100","0","NaN","0","0","0","NaN","0","NaN","1","100","5","83.3","0","NaN","0","NaN","2","100","1","50","3","42.9","0","NaN"
"212","Menos de una hora","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN"
"213","La uso una vez a la semana","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN"
"214","No lo uso","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN"
"215","Total","11","100","8","100","3","100","0","NaN","4","100","4","100","2","100","1","100","0","NaN","0","NaN","5","100","5","100","1","100","0","NaN","4","100","0","NaN","0","NaN","1","100","6","100","0","NaN","0","NaN","2","100","2","100","7","100","0","NaN"
"216",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
