"","A1","B2","C3","D4","E5","F6","G7","H8","I9","J10","K11","L12","M13","N14","O15","P16","Q17","R18","S19","T20","U21","V22","W23","X24","Y25","Z26","NA27","NA28","NA29","NA30","NA31","NA32","NA33","NA34","NA35","NA36","NA37","NA38","NA39","NA40","NA41","NA42","NA43","NA44","NA45","NA46","NA47","NA48","NA49","NA50","NA51"
"140","P15_C_CELULAR_Porque_no_tenemos_tel_fono_fij","1","50","1","100","0","0","0","NaN","0","0","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","1","50","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","50","0","NaN","0","NaN","0","NaN","1","100","0","0","0","NaN"
"141","P15_C_CELULAR_Es_donde_revisamos_las_redes_s","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN"
"142","P15_C_CELULAR_No_es_necesario_tener_varios","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN"
"143","P15_C_CELULAR_Otro__Especificar","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN"
"144","Total","2","100","1","100","1","100","0","NaN","1","100","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","2","100","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","2","100","0","NaN","0","NaN","0","NaN","1","100","1","100","0","NaN"
"145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"146","P15c_TABLET","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"147","P15_C_TABLET_Por_las_tareas___trabajos","3","37.5","3","100","0","0","0","NaN","0","0","1","100","2","66.7","0","NaN","0","0","0","NaN","1","100","0","0","1","25","1","50","0","NaN","0","0","1","50","1","100","1","25","0","NaN","2","33.3","0","0","0","NaN","1","100","0","NaN"
"148","P15_C_TABLET_Por_los_juegos","5","62.5","3","100","2","40","0","NaN","2","66.7","1","100","2","66.7","0","NaN","0","0","0","NaN","1","100","1","100","1","25","2","100","0","NaN","0","0","2","100","1","100","2","50","0","NaN","3","50","1","100","0","NaN","1","100","0","NaN"
"149","P15_C_TABLET_Por_que_solo_tenemos_uno_en_ca","4","50","1","33.3","3","60","0","NaN","1","33.3","0","0","2","66.7","0","NaN","1","100","0","NaN","1","100","0","0","3","75","0","0","0","NaN","1","100","1","50","0","0","2","50","0","NaN","3","50","0","0","0","NaN","1","100","0","NaN"
"150","P15_C_TABLET_Por_que_son_caros_para_tener_u","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN"
"151","P15_C_TABLET_Porque_no_tenemos_tel_fono_fij","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN"
"152","P15_C_TABLET_Es_donde_revisamos_las_redes_s","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN"
"153","P15_C_TABLET_No_es_necesario_tener_varios","1","12.5","1","33.3","0","0","0","NaN","0","0","0","0","1","33.3","0","NaN","0","0","0","NaN","0","0","0","0","1","25","0","0","0","NaN","0","0","0","0","0","0","1","25","0","NaN","1","16.7","0","0","0","NaN","0","0","0","NaN"
"154","P15_C_TABLET_Otro__Especificar","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN"
"155","Total","8","100","3","100","5","100","0","NaN","3","100","1","100","3","100","0","NaN","1","100","0","NaN","1","100","1","100","4","100","2","100","0","NaN","1","100","2","100","1","100","4","100","0","NaN","6","100","1","100","0","NaN","1","100","0","NaN"
"156",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"157","P15d_CEL","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"158","Muy indispensable","1","50","1","100","0","0","0","NaN","0","0","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","1","50","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","50","0","NaN","0","NaN","0","NaN","1","100","0","0","0","NaN"
"159","Indispensable","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN"
"160","Da igual","1","50","0","0","1","100","0","NaN","1","100","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","1","50","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","50","0","NaN","0","NaN","0","NaN","0","0","1","100","0","NaN"
"161","Poco indispensable","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN"
"162","Nada indispensable","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN"
"163","Total","2","100","1","100","1","100","0","NaN","1","100","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","2","100","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","2","100","0","NaN","0","NaN","0","NaN","1","100","1","100","0","NaN"
"164",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"165","P15d_TABLET","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"166","Muy indispensable","1","12.5","1","33.3","0","0","0","NaN","0","0","1","100","0","0","0","NaN","0","0","0","NaN","0","0","0","0","0","0","1","50","0","NaN","0","0","0","0","1","100","0","0","0","NaN","1","16.7","0","0","0","NaN","0","0","0","NaN"
"167","Indispensable","1","12.5","1","33.3","0","0","0","NaN","0","0","0","0","1","33.3","0","NaN","0","0","0","NaN","0","0","0","0","1","25","0","0","0","NaN","0","0","0","0","0","0","1","25","0","NaN","1","16.7","0","0","0","NaN","0","0","0","NaN"
"168","Da igual","4","50","1","33.3","3","60","0","NaN","1","33.3","0","0","2","66.7","0","NaN","1","100","0","NaN","1","100","1","100","2","50","0","0","0","NaN","0","0","1","50","0","0","3","75","0","NaN","2","33.3","1","100","0","NaN","1","100","0","NaN"
"169","Poco indispensable","2","25","0","0","2","40","0","NaN","2","66.7","0","0","0","0","0","NaN","0","0","0","NaN","0","0","0","0","1","25","1","50","0","NaN","1","100","1","50","0","0","0","0","0","NaN","2","33.3","0","0","0","NaN","0","0","0","NaN"
"170","Nada indispensable","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN"
"171","Total","8","100","3","100","5","100","0","NaN","3","100","1","100","3","100","0","NaN","1","100","0","NaN","1","100","1","100","4","100","2","100","0","NaN","1","100","2","100","1","100","4","100","0","NaN","6","100","1","100","0","NaN","1","100","0","NaN"
"172",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"173","P15e_CEL","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"174","Nos ponemos de acuerdo /organizamos","2","100","1","100","1","100","0","NaN","1","100","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","2","100","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","2","100","0","NaN","0","NaN","0","NaN","1","100","1","100","0","NaN"
"175","Quien lo tome primero es quien lo usa","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN"
"176","Yo decido quien lo usa","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN"
"177","Total","2","100","1","100","1","100","0","NaN","1","100","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","2","100","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","2","100","0","NaN","0","NaN","0","NaN","1","100","1","100","0","NaN"
"178",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"179","P15e_TABLET","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"180","Nos ponemos de acuerdo /organizamos","5","62.5","3","100","2","40","0","NaN","0","0","1","100","3","100","0","NaN","1","100","0","NaN","1","100","0","0","3","75","1","50","0","NaN","0","0","1","50","1","100","3","75","0","NaN","4","66.7","0","0","0","NaN","1","100","0","NaN"
"181","Quien lo tome primero es quien lo usa","2","25","0","0","2","40","0","NaN","2","66.7","0","0","0","0","0","NaN","0","0","0","NaN","0","0","1","100","0","0","1","50","0","NaN","0","0","1","50","0","0","1","25","0","NaN","1","16.7","1","100","0","NaN","0","0","0","NaN"
"182","Yo decido quien lo usa","1","12.5","0","0","1","20","0","NaN","1","33.3","0","0","0","0","0","NaN","0","0","0","NaN","0","0","0","0","1","25","0","0","0","NaN","1","100","0","0","0","0","0","0","0","NaN","1","16.7","0","0","0","NaN","0","0","0","NaN"
"183","Total","8","100","3","100","5","100","0","NaN","3","100","1","100","3","100","0","NaN","1","100","0","NaN","1","100","1","100","4","100","2","100","0","NaN","1","100","2","100","1","100","4","100","0","NaN","6","100","1","100","0","NaN","1","100","0","NaN"
"184",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"185","P16_CEL","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"186","P16_CELULAR_Es_del_trabajo","26","30.2","16","35.6","10","24.4","0","NaN","12","29.3","7","33.3","7","46.7","0","0","0","0","0","NaN","7","23.3","9","26.5","7","50","3","37.5","1","6.7","4","36.4","2","18.2","12","70.6","5","22.7","2","20","7","41.2","7","38.9","1","14.3","11","25","0","NaN"
"187","P16_CELULAR_Tengo_mis_secretos","17","19.8","9","20","8","19.5","0","NaN","10","24.4","3","14.3","3","20","1","16.7","0","0","0","NaN","8","26.7","7","20.6","2","14.3","0","0","4","26.7","0","0","1","9.1","5","29.4","5","22.7","2","20","1","5.9","4","22.2","0","0","12","27.3","0","NaN"
"188","P16_CELULAR_Tengo_mis_fotos","32","37.2","20","44.4","12","29.3","0","NaN","20","48.8","6","28.6","4","26.7","2","33.3","0","0","0","NaN","13","43.3","13","38.2","3","21.4","3","37.5","5","33.3","1","9.1","5","45.5","11","64.7","9","40.9","1","10","5","29.4","10","55.6","0","0","17","38.6","0","NaN"
"189","P16_CELULAR_Tengo_mis_mails","17","19.8","11","24.4","6","14.6","0","NaN","11","26.8","3","14.3","1","6.7","2","33.3","0","0","0","NaN","7","23.3","5","14.7","1","7.1","4","50","1","6.7","1","9.1","2","18.2","11","64.7","2","9.1","0","0","2","11.8","4","22.2","0","0","11","25","0","NaN"
"190","P16_CELULAR_Nadie_de_mi_casa_sabe_usarlo","8","9.3","6","13.3","2","4.9","0","NaN","2","4.9","2","9.5","4","26.7","0","0","0","0","0","NaN","5","16.7","2","5.9","1","7.1","0","0","0","0","0","0","0","0","3","17.6","1","4.5","4","40","0","0","2","11.1","1","14.3","5","11.4","0","NaN"
"191","P16_CELULAR_Es_personal","78","90.7","41","91.1","37","90.2","0","NaN","37","90.2","18","85.7","14","93.3","6","100","3","100","0","NaN","26","86.7","31","91.2","13","92.9","8","100","15","100","8","72.7","10","90.9","16","94.1","20","90.9","9","90","15","88.2","17","94.4","6","85.7","40","90.9","0","NaN"
"192","P16_CELULAR_Otro__Especificar","5","5.8","3","6.7","2","4.9","0","NaN","5","12.2","0","0","0","0","0","0","0","0","0","NaN","3","10","2","5.9","0","0","0","0","1","6.7","0","0","1","9.1","2","11.8","1","4.5","0","0","0","0","0","0","0","0","5","11.4","0","NaN"
"193","Total","86","100","45","100","41","100","0","NaN","41","100","21","100","15","100","6","100","3","100","0","NaN","30","100","34","100","14","100","8","100","15","100","11","100","11","100","17","100","22","100","10","100","17","100","18","100","7","100","44","100","0","NaN"
"194",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"195","P16_TABLET","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"196","P16_TABLETA_Es_del_trabajo","1","9.1","1","12.5","0","0","0","NaN","1","25","0","0","0","0","0","0","0","NaN","0","NaN","0","0","1","20","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","1","16.7","0","NaN","0","NaN","0","0","0","0","1","14.3","0","NaN"
"197","P16_TABLETA_Tengo_mis_secretos","3","27.3","3","37.5","0","0","0","NaN","2","50","0","0","1","50","0","0","0","NaN","0","NaN","1","20","2","40","0","0","0","NaN","1","25","0","NaN","0","NaN","0","0","2","33.3","0","NaN","0","NaN","0","0","1","50","2","28.6","0","NaN"
"198","P16_TABLETA_Tengo_mis_fotos","3","27.3","3","37.5","0","0","0","NaN","2","50","1","25","0","0","0","0","0","NaN","0","NaN","0","0","3","60","0","0","0","NaN","1","25","0","NaN","0","NaN","0","0","2","33.3","0","NaN","0","NaN","0","0","1","50","2","28.6","0","NaN"
"199","P16_TABLETA_Tengo_mis_mails","2","18.2","2","25","0","0","0","NaN","1","25","1","25","0","0","0","0","0","NaN","0","NaN","0","0","2","40","0","0","0","NaN","1","25","0","NaN","0","NaN","0","0","1","16.7","0","NaN","0","NaN","0","0","0","0","2","28.6","0","NaN"
"200","P16_TABLETA_Nadie_de_mi_casa_sabe_usarlo","3","27.3","3","37.5","0","0","0","NaN","2","50","0","0","1","50","0","0","0","NaN","0","NaN","1","20","2","40","0","0","0","NaN","0","0","0","NaN","0","NaN","1","100","2","33.3","0","NaN","0","NaN","0","0","1","50","2","28.6","0","NaN"
"201","P16_TABLETA_Es_personal","9","81.8","6","75","3","100","0","NaN","4","100","4","100","0","0","1","100","0","NaN","0","NaN","3","60","5","100","1","100","0","NaN","3","75","0","NaN","0","NaN","0","0","6","100","0","NaN","0","NaN","2","100","2","100","5","71.4","0","NaN"
"202","P16_TABLETA_Otro__Especificar","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN"
"203","Total","11","100","8","100","3","100","0","NaN","4","100","4","100","2","100","1","100","0","NaN","0","NaN","5","100","5","100","1","100","0","NaN","4","100","0","NaN","0","NaN","1","100","6","100","0","NaN","0","NaN","2","100","2","100","7","100","0","NaN"
"204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"205","P16_COMPU","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"206","P16_COMPU_Es_del_trabajo","49","45.8","25","44.6","24","47.1","0","NaN","23","51.1","10","37","10","52.6","4","33.3","2","50","0","NaN","13","35.1","20","47.6","9","52.9","7","63.6","5","29.4","6","35.3","8","47.1","16","84.2","8","29.6","6","60","13","56.5","10","45.5","3","25","23","46","0","NaN"
"207","P16_COMPU_Tengo_mis_secretos","23","21.5","12","21.4","11","21.6","0","NaN","15","33.3","2","7.4","1","5.3","3","25","2","50","0","NaN","9","24.3","11","26.2","1","5.9","2","18.2","3","17.6","0","0","2","11.8","6","31.6","9","33.3","3","30","1","4.3","5","22.7","2","16.7","15","30","0","NaN"
