"","A1","B2","C3","D4","E5","F6","G7","H8","I9","J10","K11","L12","M13","N14","O15","P16","Q17","R18","S19","T20","U21","V22","W23","X24","Y25","Z26","NA27","NA28","NA29","NA30","NA31","NA32","NA33","NA34","NA35","NA36","NA37","NA38","NA39","NA40","NA41","NA42","NA43","NA44","NA45","NA46","NA47","NA48","NA49","NA50","NA51"
"140","P15_C_TABLET_Porque_no_tenemos_tel_fono_fij","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN"
"141","P15_C_TABLET_Es_donde_revisamos_las_redes_s","2","8.7","0","0","2","22.2","0","NaN","0","0","1","20","1","14.3","0","0","0","NaN","0","NaN","0","0","1","12.5","1","14.3","0","0","0","0","0","0","0","0","0","0","1","33.3","1","20","2","22.2","0","0","0","0","0","0","0","NaN"
"142","P15_C_TABLET_No_es_necesario_tener_varios","2","8.7","1","7.1","1","11.1","0","NaN","2","20","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","2","28.6","0","0","1","20","0","0","0","0","0","0","0","0","1","20","1","11.1","1","33.3","0","0","0","0","0","NaN"
"143","P15_C_TABLET_Otro__Especificar","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN"
"144","Total","23","100","14","100","9","100","0","NaN","10","100","5","100","7","100","1","100","0","NaN","0","NaN","7","100","8","100","7","100","1","100","5","100","2","100","1","100","7","100","3","100","5","100","9","100","3","100","1","100","10","100","0","NaN"
"145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"146","P15c_COMPU","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"147","P15_C_COMPU_Por_las_tareas___trabajos","81","51.9","36","48","45","55.6","0","NaN","39","67.2","18","52.9","14","42.4","6","26.1","4","50","0","NaN","15","42.9","22","46.8","30","56.6","14","66.7","16","37.2","14","77.8","13","72.2","13","41.9","9","45","16","61.5","50","60.2","9","36","4","44.4","18","46.2","0","NaN"
"148","P15_C_COMPU_Por_los_juegos","18","11.5","8","10.7","10","12.3","0","NaN","7","12.1","3","8.8","3","9.1","3","13","2","25","0","NaN","2","5.7","5","10.6","6","11.3","5","23.8","4","9.3","0","0","3","16.7","6","19.4","2","10","3","11.5","12","14.5","2","8","2","22.2","2","5.1","0","NaN"
"149","P15_C_COMPU_Por_que_solo_tenemos_uno_en_ca","80","51.3","42","56","38","46.9","0","NaN","24","41.4","20","58.8","16","48.5","15","65.2","5","62.5","0","NaN","23","65.7","31","66","22","41.5","4","19","24","55.8","12","66.7","4","22.2","17","54.8","10","50","13","50","36","43.4","16","64","3","33.3","25","64.1","0","NaN"
"150","P15_C_COMPU_Por_que_son_caros_para_tener_u","32","20.5","19","25.3","13","16","0","NaN","10","17.2","8","23.5","4","12.1","8","34.8","2","25","0","NaN","10","28.6","8","17","9","17","5","23.8","8","18.6","2","11.1","1","5.6","4","12.9","5","25","12","46.2","14","16.9","4","16","2","22.2","12","30.8","0","NaN"
"151","P15_C_COMPU_Porque_no_tenemos_tel_fono_fij","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN"
"152","P15_C_COMPU_Es_donde_revisamos_las_redes_s","16","10.3","5","6.7","11","13.6","0","NaN","7","12.1","4","11.8","2","6.1","2","8.7","1","12.5","0","NaN","5","14.3","6","12.8","4","7.5","1","4.8","3","7","0","0","3","16.7","6","19.4","2","10","2","7.7","6","7.2","4","16","1","11.1","5","12.8","0","NaN"
"153","P15_C_COMPU_No_es_necesario_tener_varios","23","14.7","9","12","14","17.3","0","NaN","10","17.2","7","20.6","3","9.1","3","13","0","0","0","NaN","3","8.6","7","14.9","12","22.6","1","4.8","7","16.3","1","5.6","4","22.2","5","16.1","1","5","5","19.2","11","13.3","6","24","2","22.2","4","10.3","0","NaN"
"154","P15_C_COMPU_Otro__Especificar","3","1.9","1","1.3","2","2.5","0","NaN","0","0","0","0","1","3","1","4.3","1","12.5","0","NaN","0","0","1","2.1","0","0","2","9.5","1","2.3","0","0","0","0","1","3.2","1","5","0","0","2","2.4","0","0","1","11.1","0","0","0","NaN"
"155","Total","156","100","75","100","81","100","0","NaN","58","100","34","100","33","100","23","100","8","100","0","NaN","35","100","47","100","53","100","21","100","43","100","18","100","18","100","31","100","20","100","26","100","83","100","25","100","9","100","39","100","0","NaN"
"156",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"157","P15d_TABLET","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"158","Muy indispensable","4","17.4","3","21.4","1","11.1","0","NaN","2","20","1","20","1","14.3","0","0","0","NaN","0","NaN","0","0","3","37.5","1","14.3","0","0","0","0","0","0","0","0","2","28.6","0","0","2","40","1","11.1","1","33.3","0","0","2","20","0","NaN"
"159","Indispensable","3","13","3","21.4","0","0","0","NaN","1","10","1","20","1","14.3","0","0","0","NaN","0","NaN","1","14.3","0","0","2","28.6","0","0","0","0","0","0","0","0","0","0","1","33.3","2","40","2","22.2","0","0","0","0","1","10","0","NaN"
"160","Da igual","7","30.4","4","28.6","3","33.3","0","NaN","2","20","2","40","2","28.6","1","100","0","NaN","0","NaN","2","28.6","3","37.5","2","28.6","0","0","1","20","1","50","0","0","2","28.6","2","66.7","1","20","4","44.4","1","33.3","0","0","2","20","0","NaN"
"161","Poco indispensable","4","17.4","2","14.3","2","22.2","0","NaN","2","20","0","0","2","28.6","0","0","0","NaN","0","NaN","2","28.6","1","12.5","1","14.3","0","0","2","40","0","0","1","100","1","14.3","0","0","0","0","0","0","1","33.3","0","0","3","30","0","NaN"
"162","Nada indispensable","5","21.7","2","14.3","3","33.3","0","NaN","3","30","1","20","1","14.3","0","0","0","NaN","0","NaN","2","28.6","1","12.5","1","14.3","1","100","2","40","1","50","0","0","2","28.6","0","0","0","0","2","22.2","0","0","1","100","2","20","0","NaN"
"163","Total","23","100","14","100","9","100","0","NaN","10","100","5","100","7","100","1","100","0","NaN","0","NaN","7","100","8","100","7","100","1","100","5","100","2","100","1","100","7","100","3","100","5","100","9","100","3","100","1","100","10","100","0","NaN"
"164",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"165","P15d_COMPU","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"166","Muy indispensable","40","25.6","17","22.7","23","28.4","0","NaN","22","37.9","1","2.9","9","27.3","6","26.1","2","25","0","NaN","8","22.9","10","21.3","13","24.5","9","42.9","7","16.3","2","11.1","5","27.8","8","25.8","4","20","14","53.8","22","26.5","7","28","3","33.3","8","20.5","0","NaN"
"167","Indispensable","64","41","34","45.3","30","37","0","NaN","22","37.9","23","67.6","10","30.3","7","30.4","2","25","0","NaN","16","45.7","22","46.8","20","37.7","6","28.6","19","44.2","9","50","9","50","9","29","11","55","7","26.9","32","38.6","10","40","1","11.1","21","53.8","0","NaN"
"168","Da igual","23","14.7","12","16","11","13.6","0","NaN","6","10.3","4","11.8","5","15.2","5","21.7","3","37.5","0","NaN","5","14.3","8","17","7","13.2","3","14.3","5","11.6","1","5.6","4","22.2","7","22.6","4","20","2","7.7","14","16.9","4","16","1","11.1","4","10.3","0","NaN"
"169","Poco indispensable","18","11.5","6","8","12","14.8","0","NaN","6","10.3","2","5.9","8","24.2","2","8.7","0","0","0","NaN","5","14.3","5","10.6","8","15.1","0","0","8","18.6","4","22.2","0","0","4","12.9","0","0","2","7.7","10","12","3","12","0","0","5","12.8","0","NaN"
"170","Nada indispensable","11","7.1","6","8","5","6.2","0","NaN","2","3.4","4","11.8","1","3","3","13","1","12.5","0","NaN","1","2.9","2","4.3","5","9.4","3","14.3","4","9.3","2","11.1","0","0","3","9.7","1","5","1","3.8","5","6","1","4","4","44.4","1","2.6","0","NaN"
"171","Total","156","100","75","100","81","100","0","NaN","58","100","34","100","33","100","23","100","8","100","0","NaN","35","100","47","100","53","100","21","100","43","100","18","100","18","100","31","100","20","100","26","100","83","100","25","100","9","100","39","100","0","NaN"
"172",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"173","P15e_TABLET","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"174","Nos ponemos de acuerdo /organizamos","14","60.9","9","64.3","5","55.6","0","NaN","7","70","2","40","4","57.1","1","100","0","NaN","0","NaN","3","42.9","5","62.5","6","85.7","0","0","3","60","1","50","0","0","3","42.9","2","66.7","5","100","6","66.7","3","100","0","0","5","50","0","NaN"
"175","Quien lo tome primero es quien lo usa","7","30.4","4","28.6","3","33.3","0","NaN","3","30","2","40","2","28.6","0","0","0","NaN","0","NaN","4","57.1","2","25","0","0","1","100","1","20","1","50","1","100","4","57.1","0","0","0","0","2","22.2","0","0","0","0","5","50","0","NaN"
"176","Yo decido quien lo usa","2","8.7","1","7.1","1","11.1","0","NaN","0","0","1","20","1","14.3","0","0","0","NaN","0","NaN","0","0","1","12.5","1","14.3","0","0","1","20","0","0","0","0","0","0","1","33.3","0","0","1","11.1","0","0","1","100","0","0","0","NaN"
"177","Total","23","100","14","100","9","100","0","NaN","10","100","5","100","7","100","1","100","0","NaN","0","NaN","7","100","8","100","7","100","1","100","5","100","2","100","1","100","7","100","3","100","5","100","9","100","3","100","1","100","10","100","0","NaN"
"178",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"179","P15e_COMPU","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"180","Nos ponemos de acuerdo /organizamos","116","74.4","54","72","62","76.5","0","NaN","45","77.6","24","70.6","22","66.7","19","82.6","6","75","0","NaN","27","77.1","30","63.8","42","79.2","17","81","32","74.4","14","77.8","15","83.3","18","58.1","17","85","20","76.9","60","72.3","20","80","5","55.6","31","79.5","0","NaN"
"181","Quien lo tome primero es quien lo usa","29","18.6","17","22.7","12","14.8","0","NaN","9","15.5","6","17.6","8","24.2","4","17.4","2","25","0","NaN","8","22.9","13","27.7","6","11.3","2","9.5","8","18.6","4","22.2","2","11.1","11","35.5","2","10","2","7.7","13","15.7","5","20","3","33.3","8","20.5","0","NaN"
"182","Yo decido quien lo usa","11","7.1","4","5.3","7","8.6","0","NaN","4","6.9","4","11.8","3","9.1","0","0","0","0","0","NaN","0","0","4","8.5","5","9.4","2","9.5","3","7","0","0","1","5.6","2","6.5","1","5","4","15.4","10","12","0","0","1","11.1","0","0","0","NaN"
"183","Total","156","100","75","100","81","100","0","NaN","58","100","34","100","33","100","23","100","8","100","0","NaN","35","100","47","100","53","100","21","100","43","100","18","100","18","100","31","100","20","100","26","100","83","100","25","100","9","100","39","100","0","NaN"
"184",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"185","P16_CEL","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"186","P16_CELULAR_Es_del_trabajo","37","23.9","11","14.7","26","32.5","0","NaN","15","25.9","8","23.5","6","18.2","6","27.3","2","25","0","NaN","3","8.8","9","19.1","14","26.4","11","52.4","7","16.7","2","11.1","4","22.2","8","25.8","4","20","12","46.2","24","28.9","8","32","2","22.2","3","7.9","0","NaN"
"187","P16_CELULAR_Tengo_mis_secretos","23","14.8","10","13.3","13","16.2","0","NaN","6","10.3","4","11.8","5","15.2","6","27.3","2","25","0","NaN","8","23.5","11","23.4","3","5.7","1","4.8","5","11.9","2","11.1","4","22.2","0","0","9","45","3","11.5","9","10.8","3","12","0","0","11","28.9","0","NaN"
"188","P16_CELULAR_Tengo_mis_fotos","40","25.8","21","28","19","23.8","0","NaN","15","25.9","8","23.5","8","24.2","7","31.8","2","25","0","NaN","11","32.4","17","36.2","7","13.2","5","23.8","15","35.7","0","0","2","11.1","7","22.6","10","50","6","23.1","21","25.3","5","20","1","11.1","13","34.2","0","NaN"
"189","P16_CELULAR_Tengo_mis_mails","22","14.2","10","13.3","12","15","0","NaN","9","15.5","5","14.7","4","12.1","3","13.6","1","12.5","0","NaN","6","17.6","5","10.6","7","13.2","4","19","5","11.9","2","11.1","1","5.6","4","12.9","4","20","6","23.1","8","9.6","8","32","1","11.1","5","13.2","0","NaN"
"190","P16_CELULAR_Nadie_de_mi_casa_sabe_usarlo","5","3.2","2","2.7","3","3.8","0","NaN","2","3.4","0","0","2","6.1","1","4.5","0","0","0","NaN","1","2.9","3","6.4","0","0","1","4.8","0","0","1","5.6","2","11.1","0","0","1","5","1","3.8","1","1.2","0","0","0","0","4","10.5","0","NaN"
"191","P16_CELULAR_Es_personal","138","89","67","89.3","71","88.8","0","NaN","51","87.9","30","88.2","29","87.9","21","95.5","7","87.5","0","NaN","33","97.1","42","89.4","48","90.6","15","71.4","41","97.6","17","94.4","17","94.4","26","83.9","17","85","20","76.9","74","89.2","21","84","8","88.9","35","92.1","0","NaN"
"192","P16_CELULAR_Otro__Especificar","4","2.6","1","1.3","3","3.8","0","NaN","0","0","1","2.9","3","9.1","0","0","0","0","0","NaN","2","5.9","0","0","1","1.9","1","4.8","1","2.4","1","5.6","0","0","2","6.5","0","0","0","0","2","2.4","0","0","0","0","2","5.3","0","NaN"
"193","Total","155","100","75","100","80","100","0","NaN","58","100","34","100","33","100","22","100","8","100","0","NaN","34","100","47","100","53","100","21","100","42","100","18","100","18","100","31","100","20","100","26","100","83","100","25","100","9","100","38","100","0","NaN"
"194",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"195","P16_TABLET","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"196","P16_TABLETA_Es_del_trabajo","2","28.6","1","50","1","20","0","NaN","2","50","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","2","50","0","0","1","33.3","0","NaN","0","NaN","1","50","0","0","0","0","2","50","0","0","0","NaN","0","0","0","NaN"
"197","P16_TABLETA_Tengo_mis_secretos","2","28.6","1","50","1","20","0","NaN","1","25","0","0","0","0","1","100","0","NaN","0","NaN","1","50","0","NaN","1","25","0","0","2","66.7","0","NaN","0","NaN","0","0","0","0","0","0","1","25","0","0","0","NaN","1","50","0","NaN"
"198","P16_TABLETA_Tengo_mis_fotos","5","71.4","2","100","3","60","0","NaN","3","75","1","100","0","0","1","100","0","NaN","0","NaN","1","50","0","NaN","3","75","1","100","2","66.7","0","NaN","0","NaN","2","100","0","0","1","100","4","100","0","0","0","NaN","1","50","0","NaN"
"199","P16_TABLETA_Tengo_mis_mails","3","42.9","0","0","3","60","0","NaN","2","50","0","0","1","100","0","0","0","NaN","0","NaN","0","0","0","NaN","2","50","1","100","0","0","0","NaN","0","NaN","2","100","1","100","0","0","2","50","1","100","0","NaN","0","0","0","NaN"
"200","P16_TABLETA_Nadie_de_mi_casa_sabe_usarlo","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","NaN"
"201","P16_TABLETA_Es_personal","6","85.7","2","100","4","80","0","NaN","4","100","1","100","1","100","0","0","0","NaN","0","NaN","1","50","0","NaN","4","100","1","100","2","66.7","0","NaN","0","NaN","2","100","1","100","1","100","4","100","1","100","0","NaN","1","50","0","NaN"
"202","P16_TABLETA_Otro__Especificar","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","NaN"
"203","Total","7","100","2","100","5","100","0","NaN","4","100","1","100","1","100","1","100","0","NaN","0","NaN","2","100","0","NaN","4","100","1","100","3","100","0","NaN","0","NaN","2","100","1","100","1","100","4","100","1","100","0","NaN","2","100","0","NaN"
"204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"205","P16a_CEL","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"206","Muy indispensable","77","49.7","40","53.3","37","46.2","0","NaN","30","51.7","16","47.1","16","48.5","10","45.5","5","62.5","0","NaN","15","44.1","27","57.4","23","43.4","12","57.1","16","38.1","8","44.4","8","44.4","12","38.7","13","65","20","76.9","41","49.4","12","48","3","33.3","21","55.3","0","NaN"
"207","Indispensable","67","43.2","31","41.3","36","45","0","NaN","26","44.8","16","47.1","14","42.4","9","40.9","2","25","0","NaN","19","55.9","15","31.9","26","49.1","7","33.3","22","52.4","6","33.3","10","55.6","17","54.8","7","35","5","19.2","36","43.4","10","40","4","44.4","17","44.7","0","NaN"
