"","A1","B2","C3","D4","E5","F6","G7","H8","I9","J10","K11","L12","M13","N14","O15","P16","Q17","R18","S19","T20","U21","V22","W23","X24","Y25","Z26","NA27","NA28","NA29","NA30","NA31","NA32","NA33","NA34","NA35","NA36","NA37","NA38","NA39","NA40","NA41","NA42","NA43","NA44","NA45","NA46","NA47","NA48","NA49","NA50","NA51"
"286","Total","155","100","75","100","80","100","0","NaN","58","100","34","100","33","100","22","100","8","100","0","NaN","34","100","47","100","53","100","21","100","42","100","18","100","18","100","31","100","20","100","26","100","83","100","25","100","9","100","38","100","0","NaN"
"287",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"288","P16g_TABLET","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"289","Me preocuparía mucho, es indispensable en mi vida","5","71.4","1","50","4","80","0","NaN","3","75","0","0","1","100","1","100","0","NaN","0","NaN","1","50","0","NaN","3","75","1","100","2","66.7","0","NaN","0","NaN","2","100","1","100","0","0","3","75","1","100","0","NaN","1","50","0","NaN"
"290","No me preocuparía, puedo vivir sin el","2","28.6","1","50","1","20","0","NaN","1","25","1","100","0","0","0","0","0","NaN","0","NaN","1","50","0","NaN","1","25","0","0","1","33.3","0","NaN","0","NaN","0","0","0","0","1","100","1","25","0","0","0","NaN","1","50","0","NaN"
"291","Total","7","100","2","100","5","100","0","NaN","4","100","1","100","1","100","1","100","0","NaN","0","NaN","2","100","0","NaN","4","100","1","100","3","100","0","NaN","0","NaN","2","100","1","100","1","100","4","100","1","100","0","NaN","2","100","0","NaN"
"292",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"293","P16h_CEL","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"294","Cosas personales","108","69.7","56","74.7","52","65","0","NaN","36","62.1","25","73.5","25","75.8","15","68.2","7","87.5","0","NaN","27","79.4","34","72.3","36","67.9","11","52.4","35","83.3","15","83.3","10","55.6","23","74.2","17","85","8","30.8","57","68.7","17","68","6","66.7","28","73.7","0","NaN"
"295","Cosas del trabajo","24","15.5","7","9.3","17","21.2","0","NaN","12","20.7","4","11.8","6","18.2","2","9.1","0","0","0","NaN","0","0","6","12.8","10","18.9","8","38.1","5","11.9","0","0","6","33.3","7","22.6","2","10","4","15.4","19","22.9","3","12","2","22.2","0","0","0","NaN"
"296","Para estudiar / hacer tarea","1","0.6","1","1.3","0","0","0","NaN","0","0","0","0","0","0","1","4.5","0","0","0","NaN","1","2.9","0","0","0","0","0","0","0","0","1","5.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2.6","0","NaN"
"297","Todas","22","14.2","11","14.7","11","13.8","0","NaN","10","17.2","5","14.7","2","6.1","4","18.2","1","12.5","0","NaN","6","17.6","7","14.9","7","13.2","2","9.5","2","4.8","2","11.1","2","11.1","1","3.2","1","5","14","53.8","7","8.4","5","20","1","11.1","9","23.7","0","NaN"
"298","Total","155","100","75","100","80","100","0","NaN","58","100","34","100","33","100","22","100","8","100","0","NaN","34","100","47","100","53","100","21","100","42","100","18","100","18","100","31","100","20","100","26","100","83","100","25","100","9","100","38","100","0","NaN"
"299",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"300","P16h_TABLET","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"301","Cosas personales","3","42.9","1","50","2","40","0","NaN","1","25","1","100","0","0","1","100","0","NaN","0","NaN","2","100","0","NaN","1","25","0","0","2","66.7","0","NaN","0","NaN","0","0","0","0","1","100","1","25","0","0","0","NaN","2","100","0","NaN"
"302","Cosas del trabajo","4","57.1","1","50","3","60","0","NaN","3","75","0","0","1","100","0","0","0","NaN","0","NaN","0","0","0","NaN","3","75","1","100","1","33.3","0","NaN","0","NaN","2","100","1","100","0","0","3","75","1","100","0","NaN","0","0","0","NaN"
"303","Para estudiar / hacer tarea","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","NaN"
"304","Todas","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","NaN"
"305","Total","7","100","2","100","5","100","0","NaN","4","100","1","100","1","100","1","100","0","NaN","0","NaN","2","100","0","NaN","4","100","1","100","3","100","0","NaN","0","NaN","2","100","1","100","1","100","4","100","1","100","0","NaN","2","100","0","NaN"
"306",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"307","P16i","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"308","Sí","65","41.7","28","37.3","37","45.7","0","NaN","23","39.7","13","38.2","18","54.5","8","34.8","3","37.5","0","NaN","3","8.6","25","53.2","31","58.5","6","28.6","16","37.2","8","44.4","6","33.3","11","35.5","11","55","13","50","59","71.1","1","4","4","44.4","1","2.6","0","NaN"
"309","No","91","58.3","47","62.7","44","54.3","0","NaN","35","60.3","21","61.8","15","45.5","15","65.2","5","62.5","0","NaN","32","91.4","22","46.8","22","41.5","15","71.4","27","62.8","10","55.6","12","66.7","20","64.5","9","45","13","50","24","28.9","24","96","5","55.6","38","97.4","0","NaN"
"310","Total","156","100","75","100","81","100","0","NaN","58","100","34","100","33","100","23","100","8","100","0","NaN","35","100","47","100","53","100","21","100","43","100","18","100","18","100","31","100","20","100","26","100","83","100","25","100","9","100","39","100","0","NaN"
"311",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"312","P16j_CEL","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"313","P16_J_CELULAR_Hablar_por_tel_fono","12","18.5","5","17.9","7","18.9","0","NaN","9","39.1","1","7.7","1","5.6","1","12.5","0","0","0","NaN","1","33.3","2","8","5","16.1","4","66.7","0","0","1","12.5","0","0","3","27.3","0","0","8","61.5","10","16.9","0","0","1","25","1","100","0","NaN"
"314","P16_J_CELULAR_Mandar_mensajes","8","12.3","2","7.1","6","16.2","0","NaN","6","26.1","1","7.7","0","0","1","12.5","0","0","0","NaN","0","0","1","4","3","9.7","4","66.7","0","0","0","0","0","0","2","18.2","0","0","6","46.2","8","13.6","0","0","0","0","0","0","0","NaN"
"315","P16_J_CELULAR_Jugar","41","63.1","16","57.1","25","67.6","0","NaN","14","60.9","10","76.9","11","61.1","4","50","2","66.7","0","NaN","1","33.3","14","56","23","74.2","3","50","8","50","5","62.5","3","50","6","54.5","9","81.8","10","76.9","38","64.4","0","0","3","75","0","0","0","NaN"
"316","P16_J_CELULAR_O_r_m_sica","18","27.7","6","21.4","12","32.4","0","NaN","6","26.1","4","30.8","3","16.7","4","50","1","33.3","0","NaN","0","0","5","20","11","35.5","2","33.3","3","18.8","2","25","2","33.3","5","45.5","2","18.2","4","30.8","16","27.1","0","0","2","50","0","0","0","NaN"
"317","P16_J_CELULAR_Buscar__informaci_n","7","10.8","3","10.7","4","10.8","0","NaN","4","17.4","1","7.7","1","5.6","1","12.5","0","0","0","NaN","0","0","1","4","6","19.4","0","0","1","6.2","0","0","0","0","2","18.2","0","0","4","30.8","6","10.2","0","0","1","25","0","0","0","NaN"
"318","P16_J_CELULAR_Tomar_fotos","9","13.8","1","3.6","8","21.6","0","NaN","4","17.4","3","23.1","2","11.1","0","0","0","0","0","NaN","0","0","3","12","5","16.1","1","16.7","4","25","1","12.5","2","33.3","2","18.2","0","0","0","0","8","13.6","0","0","1","25","0","0","0","NaN"
"319","P16_J_CELULAR_Mandar_mails","3","4.6","2","7.1","1","2.7","0","NaN","1","4.3","1","7.7","0","0","1","12.5","0","0","0","NaN","0","0","0","0","3","9.7","0","0","0","0","0","0","0","0","1","9.1","0","0","2","15.4","3","5.1","0","0","0","0","0","0","0","NaN"
"320","P16_J_CELULAR_Ver__TV","3","4.6","1","3.6","2","5.4","0","NaN","0","0","0","0","2","11.1","1","12.5","0","0","0","NaN","0","0","3","12","0","0","0","0","3","18.8","0","0","0","0","0","0","0","0","0","0","2","3.4","0","0","1","25","0","0","0","NaN"
"321","P16_J_CELULAR_Ver_pel_culas","9","13.8","4","14.3","5","13.5","0","NaN","2","8.7","1","7.7","3","16.7","2","25","1","33.3","0","NaN","0","0","5","20","4","12.9","0","0","4","25","0","0","1","16.7","2","18.2","1","9.1","1","7.7","8","13.6","0","0","1","25","0","0","0","NaN"
"322","P16_J_CELULAR_Ver_videos","17","26.2","6","21.4","11","29.7","0","NaN","6","26.1","4","30.8","4","22.2","2","25","1","33.3","0","NaN","0","0","6","24","9","29","2","33.3","7","43.8","1","12.5","2","33.3","1","9.1","2","18.2","4","30.8","16","27.1","0","0","1","25","0","0","0","NaN"
"323","P16_J_CELULAR_Entrar_a_redes_sociales","1","1.5","1","3.6","0","0","0","NaN","0","0","1","7.7","0","0","0","0","0","0","0","NaN","0","0","0","0","1","3.2","0","0","0","0","0","0","0","0","0","0","0","0","1","7.7","1","1.7","0","0","0","0","0","0","0","NaN"
"324","P16_J_CELULAR_Para_trabajar","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN"
"325","P16_J_CELULAR_Para_leer","3","4.6","2","7.1","1","2.7","0","NaN","1","4.3","1","7.7","0","0","1","12.5","0","0","0","NaN","0","0","0","0","2","6.5","1","16.7","0","0","0","0","0","0","0","0","0","0","3","23.1","3","5.1","0","0","0","0","0","0","0","NaN"
"326","P16_J_CELULAR_Hacer_tareas___trabajos_____dd","5","7.7","3","10.7","2","5.4","0","NaN","3","13","1","7.7","0","0","1","12.5","0","0","0","NaN","0","0","0","0","4","12.9","1","16.7","0","0","0","0","0","0","1","9.1","0","0","4","30.8","5","8.5","0","0","0","0","0","0","0","NaN"
"327","P16_J_CELULAR_Otra__Especificar","9","13.8","5","17.9","4","10.8","0","NaN","3","13","1","7.7","4","22.2","1","12.5","0","0","0","NaN","1","33.3","6","24","2","6.5","0","0","4","25","2","25","0","0","2","18.2","1","9.1","0","0","8","13.6","1","100","0","0","0","0","0","NaN"
"328","Total","65","100","28","100","37","100","0","NaN","23","100","13","100","18","100","8","100","3","100","0","NaN","3","100","25","100","31","100","6","100","16","100","8","100","6","100","11","100","11","100","13","100","59","100","1","100","4","100","1","100","0","NaN"
"329",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"330","P16j_TABLET","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"331","P16_J_TABLET_Hablar_por_tel_fono","0","0","0","0","0","0","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN"
"332","P16_J_TABLET_Mandar_mensajes","0","0","0","0","0","0","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN"
"333","P16_J_TABLET_Jugar","1","33.3","0","0","1","100","0","NaN","1","50","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","33.3","0","NaN","0","0","0","NaN","0","NaN","1","100","0","NaN","0","0","1","33.3","0","NaN","0","NaN","0","NaN","0","NaN"
"334","P16_J_TABLET_O_r_m_sica","1","33.3","0","0","1","100","0","NaN","1","50","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","33.3","0","NaN","0","0","0","NaN","0","NaN","1","100","0","NaN","0","0","1","33.3","0","NaN","0","NaN","0","NaN","0","NaN"
"335","P16_J_TABLET_Buscar__informaci_n","2","66.7","1","50","1","100","0","NaN","1","50","1","100","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","2","66.7","0","NaN","0","0","0","NaN","0","NaN","1","100","0","NaN","1","100","2","66.7","0","NaN","0","NaN","0","NaN","0","NaN"
"336","P16_J_TABLET_Tomar_fotos","1","33.3","0","0","1","100","0","NaN","1","50","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","33.3","0","NaN","0","0","0","NaN","0","NaN","1","100","0","NaN","0","0","1","33.3","0","NaN","0","NaN","0","NaN","0","NaN"
"337","P16_J_TABLET_Mandar_mails","1","33.3","0","0","1","100","0","NaN","1","50","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","33.3","0","NaN","0","0","0","NaN","0","NaN","1","100","0","NaN","0","0","1","33.3","0","NaN","0","NaN","0","NaN","0","NaN"
"338","P16_J_TABLET_Ver__TV","0","0","0","0","0","0","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN"
"339","P16_J_TABLET_Ver_pel_culas","1","33.3","0","0","1","100","0","NaN","1","50","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","33.3","0","NaN","0","0","0","NaN","0","NaN","1","100","0","NaN","0","0","1","33.3","0","NaN","0","NaN","0","NaN","0","NaN"
"340","P16_J_TABLET_Ver_videos","1","33.3","0","0","1","100","0","NaN","1","50","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","33.3","0","NaN","0","0","0","NaN","0","NaN","1","100","0","NaN","0","0","1","33.3","0","NaN","0","NaN","0","NaN","0","NaN"
"341","P16_J_TABLET_Entrar_a_redes_sociales","1","33.3","0","0","1","100","0","NaN","1","50","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","33.3","0","NaN","0","0","0","NaN","0","NaN","1","100","0","NaN","0","0","1","33.3","0","NaN","0","NaN","0","NaN","0","NaN"
"342","P16_J_TABLET_Para_trabajar","0","0","0","0","0","0","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN"
"343","P16_J_TABLET_Para_leer","0","0","0","0","0","0","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN"
"344","P16_J_TABLET_Hacer_tareas___trabajos_____dd","1","33.3","0","0","1","100","0","NaN","1","50","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","33.3","0","NaN","0","0","0","NaN","0","NaN","1","100","0","NaN","0","0","1","33.3","0","NaN","0","NaN","0","NaN","0","NaN"
"345","P16_J_TABLET_Otra__Especificar","1","33.3","1","50","0","0","0","NaN","1","50","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","33.3","0","NaN","1","100","0","NaN","0","NaN","0","0","0","NaN","0","0","1","33.3","0","NaN","0","NaN","0","NaN","0","NaN"
"346","Total","3","100","2","100","1","100","0","NaN","2","100","1","100","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","3","100","0","NaN","1","100","0","NaN","0","NaN","1","100","0","NaN","1","100","3","100","0","NaN","0","NaN","0","NaN","0","NaN"
"347",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"348","P17_CEL","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"349","Yo lo compré","114","73.5","50","66.7","64","80","0","NaN","45","77.6","23","67.6","28","84.8","12","54.5","6","75","0","NaN","15","44.1","38","80.9","44","83","17","81","32","76.2","12","66.7","13","72.2","22","71","14","70","21","80.8","67","80.7","21","84","6","66.7","20","52.6","0","NaN"
"350","Es un regalo","41","26.5","25","33.3","16","20","0","NaN","13","22.4","11","32.4","5","15.2","10","45.5","2","25","0","NaN","19","55.9","9","19.1","9","17","4","19","10","23.8","6","33.3","5","27.8","9","29","6","30","5","19.2","16","19.3","4","16","3","33.3","18","47.4","0","NaN"
"351","Total","155","100","75","100","80","100","0","NaN","58","100","34","100","33","100","22","100","8","100","0","NaN","34","100","47","100","53","100","21","100","42","100","18","100","18","100","31","100","20","100","26","100","83","100","25","100","9","100","38","100","0","NaN"
"352",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"353","P17_TABLET","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
